Symbol,Name,Country,Sector,Industry
NTIP,Network-1 Technologies Inc. Common Stock,United States,Miscellaneous,Multi-Sector Companies
NTIC,Northern Technologies International Corporation Common Stock,United States,Industrials,Industrial Specialties
NTGR,NETGEAR Inc. Common Stock,United States,Utilities,Telecommunications Equipment
NEXA,Nexa Resources S.A. Common Shares,Luxembourg,Basic Materials,Metal Mining
NEXI,NexImmune Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NTES,NetEase Inc. American Depositary Shares,China,Technology,Computer Software: Prepackaged Software
NEXT,NextDecade Corporation Common Stock,United States,Energy,Oil & Gas Production
NTCT,NetScout Systems Inc. Common Stock,United States,Technology,EDP Services
NFBK,Northfield Bancorp Inc. Common Stock (Delaware),United States,Finance,Savings Institutions
NFGC,New Found Gold Corp Common Shares,,Basic Materials,Precious Metals
NTCO,Natura &Co Holding S.A. American Depositary Shares ,Brazil,Consumer Discretionary,Package Goods/Cosmetics
NFLX,Netflix Inc. Common Stock,United States,Consumer Discretionary,Consumer Electronics/Video Chains
NTBL,Notable Labs Ltd. Ordinary Shares,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
NFTG,The NFT Gaming Company Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
NTAP,NetApp Inc. Common Stock,United States,Technology,Electronic Components
NFYS,Enphys Acquisition Corp. Class A Ordinary Shares,,Finance,Blank Checks
NGMS,NeoGames S.A. Ordinary Shares,Israel,Consumer Discretionary,Services-Misc. Amusement & Recreation
NSYS,Nortech Systems Incorporated Common Stock,United States,Technology,Industrial Machinery/Components
NGNE,Neurogene Inc. Common Stock ,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
NERV,Minerva Neurosciences Inc Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NEPH,Nephros Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
MRTN,Marten Transport Ltd. Common Stock,United States,Industrials,Trucking Freight/Courier Services
NTRA,Natera Inc. Common Stock,United States,Health Care,Medical Specialities
NUVL,Nuvalent Inc. Class A Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NCNO,nCino Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
NCPL,Netcapital Inc. Common Stock,United States,Finance,Investment Managers
NUVB,Nuvation Bio Inc. Class A Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NCRA,Nocera Inc. Common Stock,Taiwan,Consumer Staples,Farming/Seeds/Milling
NCSM,NCS Multistage Holdings Inc. Common Stock,United States,Energy,Oilfield Services/Equipment
NUTX,Nutex Health Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
NURO,NeuroMetrix Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
NCTY,The9 Limited American Depository Shares,China,Consumer Discretionary,Business Services
NUKK,Nukkleus Inc. Common Stock,China,Consumer Discretionary,Professional Services
NDAQ,Nasdaq Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
NDLS,Noodles & Company Class A Common Stock,United States,Consumer Discretionary,Restaurants
NDMO,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,,Finance,Trusts Except Educational Religious and Charitable
NDRA,ENDRA Life Sciences Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDSN,Nordson Corporation Common Stock,United States,Industrials,Industrial Machinery/Components
NUBI,Nubia Brand International Corp. Class A Common Stock,United States,Finance,Blank Checks
NTWK,NetSol Technologies Inc. Common  Stock,United States,Technology,Computer Software: Prepackaged Software
NECB,NorthEast Community Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
NEGG,Newegg Commerce Inc. Common Shares,China,Consumer Discretionary,Other Specialty Stores
NTST,NetSTREIT Corp. Common Stock,United States,Real Estate,Real Estate Investment Trusts
NEOG,Neogen Corporation Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEON,Neonode Inc. Common Stock,Sweden,Technology,Industrial Machinery/Components
NEOV,NeoVolta Inc. Common Stock,United States,Miscellaneous,Industrial Machinery/Components
NTRS,Northern Trust Corporation Common Stock,United States,Finance,Major Banks
NTRB,Nutriband Inc. Common Stock,United States,Health Care,Industrial Specialties
NGVC,Natural Grocers by Vitamin Cottage Inc. Common Stock,United States,Consumer Staples,Food Chains
NSTS,NSTS Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
NGVT,Ingevity Corporation Common Stock ,United States,Industrials,Major Chemicals
NHTC,Natural Health Trends Corp. Common Stock,United States,Consumer Discretionary,Consumer Specialties
NMCO,Nuveen Municipal Credit Opportunities Fund Common Shares,,Finance,Finance/Investors Services
NMFC,New Mountain Finance Corporation Common Stock,United States,Finance,Finance/Investors Services
NRDS,NerdWallet Inc. Class A Common Stock,United States,Technology,EDP Services
NMIH,NMI Holdings Inc. Class A Common Stock,United States,Finance,Property-Casualty Insurers
NRBO,NeuroBo Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NMRA,Neumora Therapeutics Inc. Common Stock,United States,,
NMRD,Nemaura Medical Inc. Common Stock,United Kingdom,Health Care,Medical/Dental Instruments
NMRK,Newmark Group Inc. Class A Common Stock,United States,Finance,Real Estate
NRAC,Northern Revival Acquisition Corporation Class A Ordinary Share,United States,Finance,Blank Checks
NPWR,NET Power Inc. Class A Common Stock,,Energy,Industrial Machinery/Components
NPFD,Nuveen Variable Rate Preferred & Income Fund Common Shares,,Finance,Trusts Except Educational Religious and Charitable
NMTC,NeuroOne Medical Technologies Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
NNAG,99 Acquisition Group Inc. Class A Common Stock,United States,,
NPCT,Nuveen Core Plus Impact Fund Common Shares of Beneficial Interest,,Finance,Investment Managers
NPCE,Neuropace Inc. Common Stock,United States,Health Care,Medical Specialities
NNBR,NN Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
NNDM,Nano Dimension Ltd. American Depositary Shares,Israel,Technology,Electrical Products
NNOX,NANO-X IMAGING LTD Ordinary Shares,Israel,Health Care,Medical Electronics
NNVC,NanoViricides Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NOAH,Noah Holdings Limited American Depositary Shares,China,Finance,Investment Managers
NODK,NI Holdings Inc. Common Stock,United States,Finance,Property-Casualty Insurers
NOMD,Nomad Foods Limited Ordinary Shares,United Kingdom,Consumer Staples,Packaged Foods
NOTE,FiscalNote Holdings Inc. Class A common stock,United States,Technology,EDP Services
NOVV,Nova Vision Acquisition Corp. Ordinary share,Hong Kong,Finance,Blank Checks
NOVT,Novanta Inc. Common Stock,United States,,
NRDY,Nerdy Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
NREF,NexPoint Real Estate Finance Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
NRUC,National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes),United States,Finance,Diversified Financial Services
NSTG,NanoString Technologies Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NSTB,Northern Star Investment Corp. II Class A Common stock,,Finance,Investment Bankers/Brokers/Service
NSSC,NAPCO Security Technologies Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
NSPR,InspireMD Inc. Common Stock,Israel,Health Care,Medical/Dental Instruments
NSIT,Insight Enterprises Inc. Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution
NRXS,Neuraxis Inc. Common Stock,,,
NHWK,NightHawk Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NRXP,NRX Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NICE,NICE Ltd American Depositary Shares,Israel,Technology,Computer Software: Prepackaged Software
NICK,Nicholas Financial Inc. Common Stock,United States,,
NINE,Nine Energy Service Inc. Common Stock,United States,Energy,Oilfield Services/Equipment
NISN,NiSun International Enterprise Development Group Co. Ltd. Class A Common Shares,China,Industrials,Metal Fabrications
NMAI,Nuveen Multi-Asset Income Fund Common Shares of Beneficial Interest,,Finance,Investment Managers
NKGN,NKGen Biotech Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NRSN,NeuroSense Therapeutics Ltd. Ordinary Shares,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
NRIX,Nurix Therapeutics Inc. Common stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NKLA,Nikola Corporation Common Stock,United States,Consumer Discretionary,Auto Manufacturing
NKSH,National Bankshares Inc. Common Stock,United States,Finance,Major Banks
NKTR,Nektar Therapeutics  Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NRIM,Northrim BanCorp Inc Common Stock,United States,Finance,Savings Institutions
NKTX,Nkarta Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NLOP,Net Lease Office Properties Common Shares of Beneficial Interest,United States,,
NLSP,NLS Pharmaceutics Ltd. Ordinary Shares,Switzerland,Health Care,Biotechnology: Pharmaceutical Preparations
NRGV,Energy Vault Holdings Inc. Common Stock,United States,Miscellaneous,Industrial Machinery/Components
NUWE,Nuwellis Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NCNC,noco-noco Inc. Ordinary Share,Singapore,,
NCNA,NuCana plc American Depositary Share,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
MYMD,MyMD Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NXRT,NexPoint Residential Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
MTEX,Mannatech Incorporated Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
MTLS,Materialise NV American Depositary Shares,Belgium,Technology,Computer Software: Prepackaged Software
MTNB,Matinas Biopharma Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MTRN,Materion Corporation,United States,Industrials,Industrial Specialties
MTRX,Matrix Service Company Common Stock,United States,Consumer Discretionary,Engineering & Construction
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,United States,Technology,Semiconductors
MTTR,Matterport Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
NXPL,NextPlat Corp Common Stock,United States,Telecommunications,Telecommunications Equipment
MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock,Japan,Finance,Commercial Banks
MULN,Mullen Automotive Inc. Common Stock,United States,Consumer Discretionary,Auto Manufacturing
NXPI,NXP Semiconductors N.V. Common Stock,Netherlands,Technology,Semiconductors
MURA,Mural Oncology plc Ordinary Shares ,Ireland,,
MUSA,Murphy USA Inc. Common Stock,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
MVBF,MVB Financial Corp. Common Stock,United States,Finance,Major Banks
MVIS,MicroVision Inc. Common Stock,United States,Technology,Industrial Machinery/Components
MVLA,Movella Holdings Inc. Common Stock,United States,Technology,EDP Services
MVST,Microvast Holdings Inc. Common Stock,United States,Miscellaneous,Industrial Machinery/Components
NXGL,NexGel Inc Common Stock,United States,Health Care,Medical/Dental Instruments
NOVA,Sunnova Energy International Inc. Common Stock,United States,Utilities,Power Generation
MYFW,First Western Financial Inc. Common Stock,United States,Finance,Major Banks
NXDT,NexPoint Diversified Real Estate Trust 5.50% Series A Cumulative Preferred Shares ($25.00 liquidation preference per share),United States,,
MYGN,Myriad Genetics Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NWTN,NWTN Inc. Class B Ordinary Shares,United Arab Emirates,Consumer Discretionary,Auto Manufacturing
MTEM,Molecular Templates Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MTEK,Maris-Tech Ltd. Ordinary Shares,Israel,,
MTDR,Matador Resources Company Common Stock,United States,Energy,Oil & Gas Production
MSGM,Motorsport Games Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
MRTX,Mirati Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MRUS,Merus N.V. Common Shares,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations
MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MRVL,Marvell Technology Inc. Common Stock,United States,Technology,Semiconductors
MSAI,Infrared Cameras Holdings Inc. Common Stock,United States,,
NYMT,New York Mortgage Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
MSBI,Midland States Bancorp Inc. Common Stock,United States,Finance,Major Banks
MSCI,MSCI Inc. Common Stock,United States,Consumer Discretionary,Business Services
MSEX,Middlesex Water Company Common Stock,United States,Utilities,Water Supply
MSFT,Microsoft Corporation Common Stock,United States,Technology,Computer Software: Prepackaged Software
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
MTCH,Match Group Inc. Common Stock,United States,Technology,Computer Software: Programming Data Processing
MSSA,Metal Sky Star Acquisition Corporation Ordinary shares,United States,Finance,Blank Checks
NYCB,New York Community Bancorp Inc. New York Community Capital Tr V (BONUSES),United States,,
MSTR,MicroStrategy Incorporated Common Stock Class A,United States,Technology,Computer Software: Prepackaged Software
MTAL,Metals Acquisition Limited Ordinary Shares,,Finance,Blank Checks
NYAX,Nayax Ltd. Ordinary Shares,Israel,,
MTBL,Moatable Inc. American Depositary Share (each representing forty-five (45) Class A Ordinary Shares),China,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
NXTP,NextPlay Technologies Inc. Common Stock,United States,Finance,Finance: Consumer Services
NXTC,NextCure Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NXST,Nexstar Media Group Inc. Common Stock,United States,Industrials,Broadcasting
